date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount
2008-03-30,67.24,67.7,59.0,62.76,14.059,86068700.0,0.0
2008-04-06,62.7,66.29,60.31,64.48,14.4443,65916700.0,0.0
2008-04-13,65.02,68.72,64.02,66.11,14.8095,44836300.0,0.0
2008-04-20,66.98,70.447,64.0,69.0,15.4569,51006900.0,0.0
2008-04-27,69.7,76.08,68.85,75.1,16.8233,70768000.0,0.0
2008-05-04,76.22,87.64,71.0,82.75,18.537,182603400.0,0.0
2008-05-11,82.85,89.84,80.82,82.86,18.5617,108475900.0,0.0
2008-05-18,83.73,84.48,78.1,82.37,18.4519,80719300.0,0.0
2008-05-25,82.31,84.74,75.12,76.35,17.1034,63871700.0,0.0
2008-06-01,76.92,87.56,74.36,86.36,19.3457,72100400.0,0.0
2008-06-08,86.21,88.1,83.55,83.65,18.7386,48689900.0,0.0
2008-06-15,84.0,84.95,77.6,81.53,18.2637,53394900.0,0.0
2008-06-22,81.34,84.98,81.1,83.57,18.7207,45214400.0,0.0
2008-06-29,83.81,84.42,78.02,82.6,18.5034,95832400.0,0.0
2008-07-06,82.0,82.84,77.25,78.07,17.4887,39191400.0,0.0
2008-07-13,78.5,79.94,72.25,74.55,16.7001,84630000.0,0.0
2008-07-20,75.6,76.18,66.51,73.4,16.4425,83324500.0,0.0
2008-07-27,73.91,75.0,67.9,71.96,16.1199,60901100.0,0.0
2008-08-03,72.41,78.9,70.25,71.73,16.0684,92858300.0,0.0
2008-08-10,71.76,74.23,69.11,72.6,16.2633,49541600.0,0.0
2008-08-17,72.44,76.53,71.95,75.79,17.002,42697700.0,0.105
2008-08-24,75.62,76.25,73.19,74.09,16.6207,25393600.0,0.0
2008-08-31,73.52,76.0,72.85,75.9,17.0267,25479000.0,0.0
2008-09-07,76.83,77.5,69.25,71.76,16.098,35896500.0,0.0
2008-09-14,73.51,74.29,66.63,71.65,16.0733,56465200.0,0.0
2008-09-21,68.66,71.16,58.38,69.57,15.6067,85749600.0,0.0
2008-09-28,68.92,68.99,60.8,62.04,13.9175,47417200.0,0.0
2008-10-05,60.3,62.1,55.89,56.84,12.751,59446300.0,0.0
2008-10-12,53.42,56.44,47.0,52.0,11.6652,88374000.0,0.0
2008-10-19,54.99,62.11,48.04,52.22,11.7145,67609000.0,0.0
2008-10-26,53.31,53.82,43.74,47.98,10.7634,48493400.0,0.0
2008-11-02,47.01,56.16,46.44,55.35,12.4167,67904500.0,0.0
2008-11-09,55.35,60.45,50.74,53.5,12.0017,57505000.0,0.0
2008-11-16,55.3,57.0,49.89,54.24,12.1924,44449900.0,0.105
2008-11-23,53.11,55.84,43.54,46.38,10.4256,57873800.0,0.0
2008-11-30,47.61,52.74,45.78,52.56,11.8147,32023300.0,0.0
2008-12-07,51.0,53.47,47.53,53.18,11.9541,41350100.0,0.0
2008-12-14,54.4,57.67,50.5,52.95,11.9024,42609000.0,0.0
2008-12-21,52.81,56.23,51.77,54.97,12.3565,35805200.0,0.0
2008-12-28,54.86,55.24,51.93,53.25,11.9698,9440000.0,0.0
2009-01-04,53.05,53.71,50.2688,53.44,12.0126,15116900.0,0.0
2009-01-11,53.0,57.98,53.0,55.62,12.5026,32233500.0,0.0
2009-01-18,55.29,56.15,45.21,47.41,10.6571,49137900.0,0.0
2009-01-25,46.05,46.41,41.78,44.32,9.9625,41203500.0,0.0
2009-02-01,44.3,49.35,42.52,49.35,11.0932,34736900.0,0.0
2009-02-08,48.25,56.0,47.54,55.41,12.4554,58325000.0,0.0
2009-02-15,55.54,57.95,53.1,55.95,12.6008,42307400.0,0.105
2009-02-22,54.31,57.9,53.67,55.66,12.5355,37480300.0,0.0
2009-03-01,56.04,57.9,53.61,56.71,12.772,48273100.0,0.0
2009-03-08,55.93,56.97,49.2106,50.19,11.3036,55469300.0,0.0
2009-03-15,49.67,55.35,48.74,52.05,11.7225,50290900.0,0.0
2009-03-22,52.98,56.7,51.33,52.53,11.8306,44930200.0,0.0
2009-03-29,53.87,56.31,51.28,54.25,12.2179,59747700.0,0.0
2009-04-05,53.3,60.16,53.01,60.08,13.5309,58819700.0,0.0
2009-04-12,58.7,60.04,56.41,58.79,13.2404,35412800.0,0.0
2009-04-19,58.16,61.4,57.25,58.0,13.0625,44363100.0,0.0
2009-04-26,57.0,60.75,54.25,60.38,13.5985,47645000.0,0.0
2009-05-03,58.78,68.0,58.1,65.01,14.6412,73348800.0,0.0
2009-05-10,66.08,68.56,64.72,68.43,15.4115,62529400.0,0.0
2009-05-17,66.8,67.95,63.51,65.07,14.6786,41863200.0,0.105
2009-05-24,65.32,67.5,64.26,65.75,14.832,54101400.0,0.0
2009-05-31,65.79,68.14,65.25,67.71,15.2742,25024000.0,0.0
2009-06-07,68.5,71.24,65.5,69.28,15.6283,60129100.0,0.0
2009-06-14,68.66,70.6,64.31,64.36,14.5185,50279600.0,0.0
2009-06-21,63.98,65.88,60.63,61.37,13.844,36263500.0,0.0
2009-06-28,60.74,63.82,60.27,63.82,14.3967,28397700.0,0.0
2009-07-05,63.89,63.93,60.08,60.42,13.6297,29904200.0,0.0
2009-07-12,60.07,61.33,58.0,59.86,13.5033,40273900.0,0.0
2009-07-19,60.11,65.0,59.1,64.1,14.4598,37146300.0,0.0
2009-07-26,64.36,67.84,64.3,67.29,15.1794,26970600.0,0.0
2009-08-02,67.25,69.68,65.35,65.46,14.7666,37436300.0,0.0
2009-08-09,66.19,69.69,65.9,69.17,15.6035,26292100.0,0.0
2009-08-16,69.04,69.49,67.5,67.8,15.3179,16545700.0,0.105
2009-08-23,66.84,69.05,66.04,69.0,15.589,22974900.0,0.0
2009-08-30,69.25,70.5,67.76,70.5,15.9279,22785700.0,0.0
2009-09-06,69.7,72.0,69.43,70.36,15.8963,21026400.0,0.0
2009-09-13,70.7,72.5,70.1555,72.29,16.3323,15251000.0,0.0
2009-09-20,71.51,74.86,71.5,73.79,16.6712,18624600.0,0.0
2009-09-27,73.07,74.99,69.23,70.66,15.9641,26847700.0,0.0
2009-10-04,71.1,72.14,66.5452,67.79,15.3157,38590700.0,0.0
2009-10-11,67.87,73.29,67.4,72.94,16.4792,37558100.0,0.0
2009-10-18,74.33,75.84,73.23,74.29,16.7842,26808900.0,0.0
2009-10-25,74.27,76.99,73.19,74.12,16.7458,23654500.0,0.0
2009-11-01,74.97,78.2,72.46,75.76,17.1163,55440900.0,0.0
2009-11-08,76.09,79.9,75.8,79.67,17.9997,26972900.0,0.0
2009-11-15,79.86,81.97,78.75,80.0,18.1025,21827100.0,0.125
2009-11-22,80.1,81.55,78.23,80.0,18.1025,24826800.0,0.0
2009-11-29,80.78,81.9,79.6,80.33,18.1772,12601700.0,0.0
2009-12-06,80.33,83.4,78.71,80.27,18.1636,23489000.0,0.0
2009-12-13,80.26,82.76,79.5,81.34,18.4057,15722200.0,0.0
2009-12-20,84.96,89.69,83.49,88.97,20.1323,129522800.0,0.0
2009-12-27,88.96,89.07,85.65,86.29,19.5258,25850400.0,0.0
2010-01-03,86.43,88.28,86.09,87.46,19.7906,14294300.0,0.0
